SK_ID_CURR,TARGET
219872,0
219441,0
361237,0
238884,0
261656,0
436147,0
215749,0
258636,1
348642,0
230138,0
243715,0
237429,0
206138,0
359074,0
341366,1
372733,1
167847,0
167223,0
175361,0
300048,0
356151,0
331878,1
418936,0
449647,0
366707,0
361798,0
437857,0
343510,0
428878,0
427245,0
260692,0
345835,0
277414,0
192778,0
114478,0
369854,0
307296,0
274131,0
193945,0
415649,0
294736,0
438508,0
326301,0
413725,0
322463,1
250264,0
326011,0
307039,0
439702,0
233015,0
238431,0
243940,0
279365,0
421289,0
320626,0
340482,1
161567,0
153183,0
451107,0
280515,0
125091,1
140217,0
194322,0
235825,0
106882,0
327058,0
443343,0
134965,0
431462,0
343813,0
214683,1
358823,0
136529,0
338948,1
381082,0
434379,0
142892,0
286331,1
413121,0
363862,0
375508,0
238418,1
413101,0
243240,0
179125,0
228120,0
206500,0
401825,0
390808,0
357302,0
207436,0
443787,1
252541,0
346435,0
334846,0
182006,0
116338,0
361669,0
140697,0
417202,0
256751,0
206005,1
241115,0
155121,0
437652,1
442974,1
392632,0
408005,0
276199,0
130482,0
171460,1
209995,0
101086,0
147556,0
354516,0
220546,0
174818,0
195732,0
141331,0
380278,0
339050,0
318454,0
194792,0
292299,0
318204,1
221986,0
280328,0
128239,0
107049,1
334936,0
426457,0
418881,0
198541,0
221207,1
178642,0
186921,0
261781,0
253917,0
272775,0
398874,0
263057,0
172270,0
218163,0
150832,1
220504,0
102015,0
311779,0
222967,0
368750,1
440242,0
317020,0
444153,0
297864,0
358593,0
196508,0
241871,0
285935,0
307651,0
431720,0
191111,0
396509,0
377081,0
355957,0
417504,0
315886,0
304708,0
276759,0
140677,0
271729,0
420638,0
187917,0
151098,0
128264,1
431359,0
412756,0
318018,0
305552,0
269712,0
440971,1
285661,0
376854,0
448520,0
211458,0
259828,0
289815,0
112554,0
194744,1
444989,0
158315,0
213243,0
284081,0
302129,0
448068,0
443735,0
441407,0
165270,0
250744,0
251162,0
118739,0
392344,0
253821,0
190110,0
311908,0
150705,0
445198,0
235382,0
368173,0
409099,0
310495,0
198059,0
141129,0
406614,0
382791,0
322373,0
286713,0
271784,0
430134,0
213526,0
318809,0
444134,0
269124,0
271947,0
373784,1
442930,0
384188,0
172647,0
278941,0
426418,1
325271,0
442745,0
225236,0
340550,0
169472,0
371542,0
150564,0
350184,1
453905,0
273265,0
175846,0
275871,0
385395,0
298789,0
428829,0
150234,0
347270,0
213906,0
176165,0
455518,0
398435,0
192603,0
169740,0
421170,0
348919,0
341351,0
184809,0
377498,0
282336,0
420110,0
310576,0
391628,0
131288,0
217363,0
271443,0
272433,0
173844,0
250969,0
194292,0
131738,1
157667,0
261233,0
389425,0
318317,0
283959,0
350168,0
349784,0
330036,0
354351,0
187736,0
159613,0
242806,0
284697,0
366686,0
303515,0
291169,0
421440,0
301744,0
145021,0
342311,0
111998,0
229286,0
153167,0
306897,0
137691,0
431291,0
410775,0
125014,0
247628,0
204608,0
300780,0
326163,1
403055,0
151477,0
379332,0
411110,0
389447,0
106447,0
139806,1
149095,0
422481,0
191969,0
270941,0
393456,0
334563,0
242572,0
403582,0
144424,0
186439,0
272481,0
247114,0
436446,0
277375,0
429154,0
281729,0
114211,1
359409,0
250822,1
276666,0
279567,0
225368,0
116922,0
384531,0
375700,0
364521,0
122088,0
344324,1
229251,0
152444,0
455180,0
284855,0
349577,0
268492,0
171223,0
257386,1
342729,0
260670,0
304005,0
370923,1
206763,0
260639,0
155999,0
348398,0
159365,0
194834,1
194290,0
426863,0
410332,0
442516,0
141446,0
343413,0
139624,0
291759,1
367003,0
437866,0
224824,0
377344,0
437072,1
129354,0
122383,0
310253,0
243337,0
229974,0
428588,0
136537,0
330519,0
413510,0
303267,0
134738,0
154814,0
125662,0
216850,0
173666,0
297245,0
354615,0
210256,0
264765,0
315874,0
328273,0
330236,0
338751,0
331102,0
151936,0
429943,0
405958,0
190356,0
264306,0
189238,0
205098,1
206268,0
193737,0
255427,0
409513,0
259963,0
171557,0
237959,0
378515,1
221126,0
386707,0
340949,0
447536,0
344501,0
212943,0
452149,0
179283,0
207828,0
217303,0
345205,0
123890,0
266084,1
442495,0
386488,0
407153,0
136334,0
406754,0
176351,0
239141,0
362261,0
131937,0
390756,0
219928,0
264260,0
410155,0
437740,0
109415,0
317213,0
300946,0
257806,0
276549,0
419747,0
407938,0
163060,0
177006,0
121449,0
302544,0
447366,0
422787,0
164108,0
185172,0
445689,0
373935,1
370823,0
344155,0
100538,0
135048,0
431273,0
141954,0
304543,0
105659,0
232090,0
240467,0
256651,0
372794,0
304370,0
207664,0
447360,0
355796,0
258243,0
386115,0
395627,0
165988,0
236137,0
158556,0
127520,0
333037,0
307573,0
134888,0
330870,0
100883,0
411814,0
208488,0
452746,0
366350,0
392665,0
415865,0
222998,0
255062,0
196860,0
402673,0
358353,0
115691,0
449064,0
217030,0
439606,1
277402,0
353407,0
277606,0
359323,0
115675,0
186332,0
328774,0
293144,0
226937,0
317636,0
387428,0
319330,0
195397,0
448194,0
169016,0
428396,0
336731,0
329193,0
262603,0
280077,0
138297,0
234931,0
268548,0
133948,0
194416,0
171265,0
175767,0
210511,0
142494,0
195640,0
134229,0
232009,0
116409,0
167226,0
319905,0
311539,0
246672,0
140160,0
321397,0
294155,0
387859,0
373245,1
450201,0
202125,0
434516,0
157626,0
403591,0
437332,0
438881,0
130265,0
265588,0
318418,0
197336,0
136480,0
315720,1
177941,0
191736,0
371200,1
312953,0
228829,0
412957,0
223726,0
447374,0
247258,0
123338,0
251947,0
120527,0
309675,0
337654,0
453683,0
325717,0
108642,0
394556,0
220103,1
332588,1
201337,1
417184,0
393473,0
119817,0
150006,0
337544,0
240765,0
435822,0
326928,0
285360,0
368296,0
220017,0
204744,0
164439,0
226685,0
134876,0
207681,1
180355,0
272396,0
310532,0
175783,0
424402,0
281117,0
131217,0
351013,0
206267,0
217972,0
106460,0
450559,0
418815,0
162404,0
297006,0
293854,1
329778,0
373193,0
247663,0
280481,0
229444,0
420895,0
255256,0
417577,0
148979,0
426497,0
414821,0
297145,1
425057,0
229432,0
164506,0
113739,0
109829,0
371412,0
162890,0
275396,0
303706,1
258540,0
177038,0
358089,1
299217,0
303588,0
293721,0
413570,0
331670,0
408938,0
282887,0
134798,0
411284,0
326523,0
377949,0
333954,0
419865,1
140123,0
216206,0
196225,0
412978,0
243391,0
173384,0
182886,0
311383,0
267693,0
240176,0
144614,0
178541,0
356373,0
323417,1
383995,0
235754,0
224108,0
375324,0
444388,0
409043,0
186887,0
110224,0
400074,1
334549,0
385539,0
313518,0
129371,0
141864,0
226625,1
114249,0
253042,0
280568,0
360701,0
299911,0
181812,1
145428,0
286101,0
304927,0
349731,0
238996,0
200301,0
102278,0
144631,0
381730,0
343218,0
274776,0
438017,1
445319,0
315267,0
229683,0
252171,0
386894,0
120058,0
313299,0
338225,0
206894,0
113085,0
170335,0
367680,0
438496,1
302572,0
276193,0
212479,0
225525,0
237989,0
285309,0
118821,0
391282,0
189407,0
167605,0
364233,0
410169,0
213703,0
409118,0
311808,0
262830,0
327159,0
355745,0
284142,0
163530,0
413005,0
293197,0
348541,0
306287,1
330781,0
159985,0
327905,0
194894,0
453417,0
243595,0
411261,0
321677,0
114760,0
289820,1
139537,1
380027,1
305338,0
187546,0
253195,0
156921,0
230408,0
294475,0
353623,0
126250,0
392139,0
450129,0
386888,0
346013,0
395701,0
343297,0
216986,0
340992,0
290222,0
288159,0
305527,1
268577,0
203721,0
451846,0
262341,0
256616,0
180230,0
391206,0
124769,0
415821,0
361387,0
108232,0
194454,0
261319,0
316779,0
209804,0
411453,0
177320,0
291996,0
285952,0
228998,0
208847,0
402239,0
267261,0
384456,0
292297,0
309513,0
401734,0
367794,0
141396,0
439384,0
277031,0
410374,0
171824,0
337307,0
276182,0
222242,0
414244,0
282662,0
231591,0
395452,0
395963,0
112763,0
427972,0
240566,0
407423,0
211323,0
227794,0
323304,0
121659,0
331113,0
236258,0
206316,0
195849,1
157812,0
332002,0
273611,0
245743,0
130118,0
185926,0
161409,0
347896,0
192312,0
396430,0
363443,0
149717,0
308879,0
181092,0
336878,0
233923,0
292353,0
253306,0
308942,0
231132,0
252323,0
411473,0
131845,0
452553,0
256503,0
386418,0
455104,0
110971,0
451377,0
180972,0
140460,0
124433,0
335364,0
215451,0
130485,0
112725,0
307825,1
224280,0
374687,0
121187,0
371645,0
338158,0
348667,0
276279,0
362073,0
364941,1
107994,0
441021,1
426572,0
422998,0
289082,0
222080,0
428717,0
419574,0
130840,0
178787,0
357618,0
352832,0
252390,0
179450,0
285003,0
143377,0
413456,0
398298,0
104247,0
277601,0
224529,0
294856,0
420966,0
332358,0
182204,0
328551,0
202246,0
449398,0
353742,1
106466,0
444046,0
266643,0
303221,0
452858,0
391922,0
273094,0
167368,0
294683,0
268304,0
422419,0
388089,0
295407,0
253294,0
451088,0
368440,0
305548,1
157284,0
157788,1
401231,0
346863,0
449223,0
425052,0
423582,1
416396,0
105046,0
400306,0
378206,0
337427,0
435879,0
427532,0
435517,0
246573,0
209796,0
205160,1
353746,0
244820,0
428574,0
425779,0
149044,0
437993,0
431422,0
338989,1
388060,0
325892,0
380835,0
103127,0
348227,0
279027,0
275575,0
166524,0
243824,0
421622,0
341964,0
292689,0
261448,0
126577,0
290063,1
295919,0
150553,0
230045,0
346696,0
219749,0
224716,0
232346,0
345950,0
190424,0
242225,0
353315,0
355883,0
426771,0
368768,0
350320,0
214053,0
337731,1
222143,0
219373,0
338541,0
100550,0
215919,0
361243,0
148648,0
104719,0
236331,1
135070,0
296982,0
109426,0
381842,0
395881,0
244769,0
117747,0
193925,0
285874,0
369855,0
138559,0
378708,0
200474,1
273292,0
376382,0
341039,1
154098,0
361508,0
143752,0
239707,0
382037,0
424101,0
143716,0
162717,0
204698,0
225482,0
347833,0
330548,0
224594,0
413879,0
342105,0
208781,0
436000,0
260195,1
169614,0
239040,0
284504,1
370200,0
129445,0
373983,1
415199,0
158607,0
363566,0
384965,0
112918,1
247242,0
233662,0
285523,0
341745,0
351150,0
124676,0
348377,0
149027,0
116202,0
136540,0
108031,0
129293,0
445554,0
185557,0
162832,0
344551,0
408577,0
450167,0
451996,0
165423,0
112736,0
299244,0
140241,0
247072,0
371723,0
448120,0
282365,0
371778,0
313598,0
454512,0
332663,0
321361,1
105786,0
280367,0
154189,0
212019,0
188930,0
173601,1
419007,0
316105,0
291435,0
221835,0
321768,0
157915,0
242473,0
127216,0
289323,0
347298,0
374879,0
268762,0
386721,0
277164,0
268515,0
130216,0
279984,0
108800,0
414826,0
189338,0
446486,0
328622,0
182247,0
349899,0
252984,0
443882,0
116536,0
198386,0
427792,0
187406,1
436252,0
382328,0
129336,0
388360,0
431391,0
132323,0
197244,0
358564,0
412294,1
392969,0
336737,0
408631,0
276215,0
204182,0
386502,0
179760,0
277517,0
256047,0
443475,0
336150,0
304099,0
264141,0
271164,0
122777,0
118714,0
278661,0
133480,0
314311,0
274922,0
148602,0
167862,0
255518,0
234745,0
427850,1
236544,0
327730,0
112384,0
388087,0
266195,0
210138,0
212566,0
381910,0
135572,0
264166,0
406505,1
148660,0
372101,0
213594,0
164637,0
427569,0
124402,0
387052,0
237574,0
132866,0
367174,0
414760,0
111268,0
244128,0
255163,0
404395,0
289311,0
183858,0
426812,1
318864,0
200611,0
449184,0
385397,0
246035,0
426342,0
402190,0
415871,0
321001,1
197948,0
358875,0
226699,0
322518,0
331710,0
289474,0
366887,0
294686,1
219574,0
352006,0
260518,0
155830,0
416446,0
133387,0
389283,0
177925,0
139956,0
389942,0
249247,0
240750,0
387739,1
318822,0
112272,0
368397,0
205125,0
321740,1
117601,1
419802,0
286356,0
261228,0
156109,0
333756,1
208418,0
418739,1
363628,1
401487,0
305643,0
152500,0
325517,0
272285,0
197991,0
322216,0
127507,0
388396,0
393869,0
149515,0
294531,0
348423,0
258806,0
222841,0
345092,0
146346,0
447266,0
121294,0
283980,0
154809,0
416127,0
356861,0
306965,0
256197,0
313657,0
139349,0
288843,0
284028,0
420101,0
356986,0
230361,0
112901,0
375504,0
198856,0
252076,0
100944,0
104807,1
357941,0
409488,0
420656,0
383975,0
155510,0
251517,0
171522,0
206233,0
419471,0
139925,0
159778,1
233198,0
380426,0
238079,0
109669,0
434366,0
379738,1
440330,0
201995,0
211527,0
327932,0
372108,0
449522,0
261670,0
295899,0
124478,0
182517,0
225077,0
434936,0
125382,0
151006,0
103875,0
211311,0
156413,0
308597,1
377956,0
103383,0
119144,0
378623,0
356585,0
426406,0
258558,0
384111,0
386602,0
185625,1
336027,0
424704,0
328598,0
142203,0
283775,0
297467,0
212061,0
448647,0
201121,1
331352,0
266257,0
416846,0
117221,0
424782,1
331440,1
302988,0
209427,0
357606,0
424493,0
224292,0
234432,0
198509,0
370366,0
384455,0
223560,0
439553,1
282017,0
419102,0
333731,0
166714,0
396544,0
420945,0
448034,0
341923,0
387192,0
107874,0
289737,0
453546,1
299651,0
109490,0
240829,0
423513,0
321164,0
370028,0
163805,0
121249,0
119337,0
173553,0
448357,1
147681,0
395050,0
452467,0
284362,0
226172,0
316027,0
147003,0
193218,0
295815,0
265597,0
210338,0
249472,0
325248,0
363113,0
446085,1
288420,0
278219,0
345236,0
179711,0
185244,0
258180,0
322559,0
443179,0
295994,0
415647,0
451363,0
342492,0
407309,0
363096,0
132901,0
433975,0
165843,0
345471,0
179872,0
268796,0
188037,0
367192,0
301081,0
140083,0
383235,1
311800,0
158170,0
153440,0
244684,0
215397,0
165122,0
290134,0
323412,0
155972,0
452834,0
275130,0
173147,0
164173,0
296347,0
438206,0
273186,1
421473,0
285039,0
265464,1
148503,0
382480,0
326858,0
405095,0
299021,0
182899,0
211268,0
390194,0
438755,1
216629,0
314955,1
119877,0
282613,0
181391,0
213784,0
196862,0
321892,0
290798,0
322296,0
395842,0
152021,0
294440,0
369012,0
363486,0
315361,1
148262,1
414875,0
151013,0
435337,0
259562,0
226785,0
183716,0
426111,0
370106,0
150466,0
230029,0
113664,0
163146,0
407290,0
167964,1
390614,0
114891,1
448348,1
342036,0
411635,0
133057,0
394411,0
297813,0
270776,0
150348,0
384889,0
207772,0
235033,0
176516,0
411496,0
416323,0
258348,0
353659,0
345147,1
379698,0
333332,1
307746,0
415060,0
191572,0
392635,0
181227,0
284005,0
387478,0
235105,0
255343,0
203233,0
432107,0
137830,0
197589,0
204342,0
333400,0
149825,0
339687,0
327306,0
256376,1
312630,1
315588,0
281147,0
435544,0
357018,0
263361,0
334100,0
182084,0
403666,0
342142,0
207783,0
154547,0
156672,0
319381,0
237201,0
160644,0
157479,0
154160,0
413230,0
443132,0
112249,0
186329,0
268341,0
309004,0
119998,0
158288,0
362919,0
157294,0
183333,0
121638,0
264690,0
330767,0
289301,0
352113,0
337347,0
320159,0
177143,0
242040,0
364459,0
373423,0
320313,0
401736,0
184331,0
213311,0
164073,0
282921,0
409422,0
148482,0
282644,0
164499,0
158787,0
310548,0
148411,0
132880,0
442760,0
405357,0
356148,0
254220,0
244966,0
284222,0
122344,0
113013,0
147740,1
228898,0
294540,0
243461,0
238064,0
398922,0
352261,0
207429,0
157342,0
265756,0
281115,0
104223,0
395499,0
132628,0
109644,0
394316,0
296384,0
235392,1
435238,0
415270,1
278197,0
112532,0
148577,0
209217,0
297497,0
246599,0
277101,0
305095,0
287620,0
208835,1
213518,0
197042,0
389311,0
109053,0
134185,0
356612,0
279081,0
450493,0
315466,0
232318,0
298440,0
159747,0
166236,0
223915,0
248437,0
239609,0
182045,0
169473,0
444157,0
242593,0
454063,0
200082,0
410194,0
202112,0
352545,0
139358,0
138987,0
381976,0
349811,0
387487,0
212955,0
391076,0
304986,0
414972,0
296476,0
274402,0
117394,0
327867,1
362632,0
297075,0
334840,0
314280,1
325520,0
268397,0
404234,0
232469,0
385959,0
421904,0
270264,0
274046,0
327553,0
367989,0
452091,0
278404,0
258420,0
228552,0
450870,0
217386,0
204010,0
141893,0
115042,0
297780,0
150523,0
311635,0
298904,1
126870,0
367875,0
249969,0
304039,0
260716,0
229593,0
168029,1
205421,0
109253,1
351783,0
208677,0
147608,0
372556,0
415689,0
308746,0
287769,0
206321,0
252602,0
184010,0
152847,1
337910,0
417003,0
176549,0
138555,0
147056,0
385385,0
183848,0
122152,0
235007,0
235282,0
192168,0
268178,0
425566,0
179274,0
269737,1
178398,0
245972,0
239354,0
183794,0
287488,0
393069,0
231273,0
272716,1
141164,0
369538,0
219266,1
421634,0
328096,1
104890,0
377517,0
148841,0
407611,0
373428,0
298638,0
434567,1
261823,0
252199,0
222722,1
327018,0
312426,0
380976,0
414256,0
322260,0
231186,0
385708,0
349603,0
420167,0
405768,0
368960,0
191225,0
147493,1
192422,0
374984,0
220131,0
348419,0
372839,0
236989,1
233745,0
347056,1
321325,0
413960,0
207652,0
111435,1
256479,0
318631,0
418723,0
440157,0
298445,0
145420,0
255325,0
235634,0
276765,0
115712,0
172807,0
248341,0
399361,0
112642,0
140757,0
264521,0
129214,0
374755,0
199863,0
395304,0
385919,0
155568,0
392734,0
268419,0
230170,0
331724,0
393337,0
386298,0
328527,0
332257,0
124373,0
299291,0
208732,0
346774,0
158640,0
427371,0
155688,0
421767,0
335568,0
387646,0
343001,0
343061,0
379016,0
186283,0
222589,0
172086,0
215045,0
227056,0
162980,0
198423,0
160087,0
213889,0
410629,0
242819,0
214739,0
237282,0
305858,0
259414,0
229344,0
153128,0
140272,0
246854,0
381801,0
430950,0
388692,0
245109,0
395813,0
338272,0
228211,0
250850,0
150133,0
140307,0
451022,0
214784,0
418819,0
249244,0
405371,0
289484,1
332659,0
182351,0
283423,0
417672,0
158573,0
370952,0
419058,1
197805,0
177520,0
337611,0
177472,0
374350,0
322648,0
336186,0
440184,0
221446,0
149990,1
232293,0
385949,0
344184,0
434203,0
234097,0
449880,0
210210,0
308880,0
426292,0
243176,0
315837,0
288032,0
207898,0
166847,0
228664,0
244275,0
102666,0
351324,0
190276,0
279860,0
417508,1
384165,0
330498,0
346547,0
277328,0
306943,0
341929,1
415873,0
123081,0
200711,0
152691,0
294974,0
298188,0
278724,0
422780,0
410105,0
357789,0
156914,0
380658,0
441443,0
392994,0
356165,0
232323,0
134652,0
140350,0
338781,0
150336,0
187951,0
331217,0
241370,0
417300,0
282923,0
187333,0
136725,0
178724,0
274497,0
247021,0
228804,0
222244,0
253490,0
371208,0
342386,0
309220,0
139407,0
373129,0
313107,0
453241,0
209573,0
440199,0
450526,0
360206,0
174663,0
215085,0
112494,0
180030,0
316096,0
206201,0
230063,0
258230,0
284887,0
183022,0
391012,0
319151,0
383651,0
273374,0
359127,0
317615,0
328301,0
268125,0
220953,1
296998,0
427832,0
422275,0
438411,0
212922,0
313166,0
409960,0
167528,0
100829,0
299555,0
175749,0
373310,0
277258,0
210952,0
382641,0
224167,0
226610,0
259317,0
246179,0
147020,1
168730,0
110067,0
120601,0
195066,0
351624,0
455049,1
222477,0
135501,1
450257,0
259435,0
330318,0
276849,0
119774,0
367730,0
258101,0
122213,0
179032,0
402564,0
113319,0
359648,0
201827,0
372892,0
101349,0
384700,0
164970,0
162381,0
144940,0
428619,0
338594,0
296406,0
384167,0
341483,1
298658,0
163112,0
268777,0
426794,0
151653,0
