ChiPy,species,length,weight,career,meetups_attended,spotted,coding_enjoyment,chicago,typing_speed
0,Eutamias sibiricus,6.994429481118326,52.26833000193761,Software Engineer,1.0,1,5.508803543301568,1,70
0,Neotamias minimus,3.3034226678547247,48.67790052345781,Data Storyteller,1.0,0,6.269807623169866,1,138
0,Eutamias sibiricus,7.2578915476007095,45.18006211693811,Data Storyteller,1.0,0,9.783109641982918,1,56
0,Neotamias minimus,3.2689232048352688,42.02243948704799,Therapy Chipmunk,1.0,1,5.765439586114102,1,93
0,amias striatus,5.124491134627761,46.33021364666592,Free Thinker,,0,5.09191879223754,1,125
0,Neotamias minimus,3.653968245346044,41.37287118449507,Free Thinker,,0,4.322803206770025,1,77
0,amias striatus,2.1458626926237243,52.44863569483888,Data Scientist,,1,5.469830495038882,1,92
1,Neotamias minimus,4.01760068590338,40.82043010472559,Therapy Chipmunk,1.0,0,8.030299213618528,1,67
0,neotamias,3.875494981800694,41.404707450184056,Data Scientist,1.0,0,3.825956363297582,1,62
0,neotamias,3.128849818913047,46.53039996643255,Aspiring Dev on Medium,,0,5.992184676153746,1,104
0,Eutamias sibiricus,4.396472616184126,46.11177318268078,Therapy Chipmunk,1.0,0,2.1348067404169178,1,110
0,Neotamias minimus,3.303111559028899,34.70085569261263,Web Developer,,0,4.478998821187335,1,128
0,Neotamias minimus,3.8822313563964648,47.06033121427787,Web Developer,,1,6.469265709454673,1,106
0,amias striatus,7.227982393463089,51.8991457976064,Sagebrush Farmer,,1,5.738247308674708,1,107
1,Eutamias sibiricus,5.266006625392712,44.39473499351299,Therapy Chipmunk,2.0,0,7.680411063937482,1,55
0,Neotamias minimus,3.3052537819385073,37.300941396914524,Free Thinker,,1,4.0747507598966966,1,58
1,Eutamias sibiricus,3.814537231693615,53.47751427193334,Data Storyteller,2.0,0,6.607522962382583,1,152
1,neotamias,3.5326100550008928,41.120047313526435,Software Engineer,1.0,0,7.317947757323381,1,70
0,Neotamias minimus,3.765015629707366,40.583493413014416,Sagebrush Farmer,1.0,1,4.535950979166723,1,110
1,Neotamias minimus,3.3094966635409095,43.94222579024338,Data Storyteller,3.0,0,8.256569101726981,1,72
0,Eutamias sibiricus,4.549652079594255,44.94665440944911,Web Developer,1.0,1,7.070669373384423,1,122
0,Neotamias minimus,3.631612651843788,36.72618963878363,Therapy Chipmunk,,0,2.5791966079531576,1,113
0,Eutamias sibiricus,6.549581669399018,52.264429744486044,Sagebrush Farmer,1.0,1,2.5908127041773397,1,65
0,Neotamias minimus,3.199792351524539,43.52516979807041,Therapy Chipmunk,,0,3.1407320956450056,1,69
0,amias striatus,6.11271944913135,52.565086827948605,Web Developer,,0,4.978644271466713,1,115
0,Eutamias sibiricus,4.94482743458425,47.143235544438745,Sagebrush Farmer,,0,2.2865238654876157,1,81
1,Neotamias minimus,3.419589706814636,48.68022175684661,Web Developer,2.0,1,6.80001151657744,1,81
0,neotamias,3.6959345802427612,37.50152578484373,Data Scientist,,0,6.906003185531963,1,123
0,Neotamias minimus,3.1221018799404994,42.6260303531143,Web Developer,1.0,1,3.151415082288269,1,65
0,neotamias,3.7321424213881196,39.81545881327119,Free Thinker,,0,5.448711115486259,1,128
0,neotamias,3.5941086603219956,43.405427780437016,Free Thinker,,0,3.841853798161194,1,93
1,amias striatus,4.754715511837467,52.38630892504738,Therapy Chipmunk,2.0,0,6.691135039564693,1,65
0,Eutamias sibiricus,4.717651511446359,51.06781327966758,Software Engineer,1.0,1,4.869005838320548,1,119
1,Neotamias minimus,3.7657469863251443,42.06318766547198,Web Developer,3.0,1,5.110295357247088,1,114
0,amias striatus,3.928837260742976,47.790748389609774,Data Storyteller,,0,1.793308180682513,1,72
0,Neotamias minimus,3.6671742402193983,39.88309320015378,Free Thinker,1.0,1,7.002632490419913,1,84
0,neotamias,4.009242128992153,43.60997854007454,Aspiring Dev on Medium,,0,3.077004003257198,1,72
1,Eutamias sibiricus,7.701255962396325,45.86492579528755,Software Engineer,3.0,1,6.72092766465719,1,88
0,Neotamias minimus,3.6375673507943724,47.95434876229625,Data Scientist,,1,2.867566557912595,1,66
0,Neotamias minimus,3.4711783376624243,41.37001748729991,Sagebrush Farmer,,0,9.758018026804185,1,78
0,neotamias,3.636689250909685,44.375201209089,Sagebrush Farmer,,0,6.1086146219152155,1,67
0,Neotamias minimus,3.7629894087109164,37.732199239025164,Free Thinker,,1,6.92483281656615,1,110
0,Neotamias minimus,3.6146580210977115,38.84375995650057,Software Engineer,,1,5.917782792723798,1,118
0,neotamias,3.6121775073611646,43.55894071700524,Free Thinker,1.0,0,4.095038880027197,1,92
1,amias striatus,4.820870622517343,41.95323466414243,Sagebrush Farmer,1.0,0,5.260372961315478,1,132
0,neotamias,3.3894024936579736,46.897582894168686,Aspiring Dev on Medium,,0,2.386300285089979,1,126
0,amias striatus,7.1093061412071,51.43356519392874,Web Developer,1.0,0,4.4023592251486825,1,108
0,Eutamias sibiricus,7.561436311182724,43.584308637415575,Software Engineer,1.0,1,3.0436813109488754,1,112
0,amias striatus,6.783989150096943,50.390911217709366,Therapy Chipmunk,,1,3.163769655130962,1,70
0,amias striatus,4.658396405144621,48.919862314062776,Web Developer,1.0,0,1.8336253420606066,1,139
0,Eutamias sibiricus,5.90014477928537,52.7844853792966,Web Developer,,0,5.228951919590992,1,52
0,amias striatus,5.264033231099903,48.76161345209156,Web Developer,1.0,0,8.146824295051692,1,85
1,neotamias,3.401129724734716,43.173524050992675,Therapy Chipmunk,3.0,0,6.885665320966793,1,126
0,amias striatus,3.956647184024664,48.64926407597692,Aspiring Dev on Medium,,0,6.116273446052897,1,50
0,Eutamias sibiricus,5.782160072279162,53.00066988758201,Data Scientist,1.0,0,4.788419224296575,1,68
0,neotamias,3.179218418460092,40.96690849927359,Aspiring Dev on Medium,1.0,0,4.918856254379697,1,101
0,Eutamias sibiricus,3.5473573504409535,51.37373791924488,Aspiring Dev on Medium,,0,-1.0955546247871935,1,98
0,Eutamias sibiricus,7.065485410948114,51.29623942444939,Aspiring Dev on Medium,1.0,0,4.152329156201247,1,116
0,Neotamias minimus,4.1248730229560815,41.99766163789707,Data Storyteller,,0,2.146648209559322,1,123
0,Neotamias minimus,3.2268410293826144,37.87365447789993,Free Thinker,,0,5.268825055804553,1,55
0,Eutamias sibiricus,4.609346387565939,51.923997118214956,Sagebrush Farmer,,0,4.4800480226635315,1,44
0,Eutamias sibiricus,5.599023828454976,43.704154294850866,Free Thinker,,0,3.2613909175849196,1,111
0,Eutamias sibiricus,5.72110742105334,53.10283358794663,Software Engineer,,0,5.2237934089771985,1,80
0,Neotamias minimus,3.392128440661228,43.99490057697271,Aspiring Dev on Medium,1.0,0,5.206558306013886,1,105
0,Neotamias minimus,3.384477820329241,44.91169910566725,Data Scientist,1.0,1,8.037248078912855,1,65
0,amias striatus,4.915137756588889,52.51112205545577,Software Engineer,1.0,1,6.37283500089346,1,97
0,amias striatus,6.172120335892996,45.83159917283636,Free Thinker,,1,5.433945580073745,1,92
0,Eutamias sibiricus,4.594055714430617,48.999270057935775,Sagebrush Farmer,1.0,0,3.1049710526972154,1,101
1,neotamias,3.8684773130833325,40.50810190165083,Therapy Chipmunk,1.0,1,7.988135143242747,1,105
0,neotamias,3.5115150965123916,40.44886091239365,Free Thinker,1.0,1,2.8531217617850233,1,92
0,Neotamias minimus,3.9743226218021204,42.87739815785176,Web Developer,1.0,0,6.197696014873215,1,83
0,Neotamias minimus,3.3979528127268397,40.55882487106604,Free Thinker,1.0,0,4.59986125511914,1,49
0,Neotamias minimus,3.683698248667141,41.781762371734786,Web Developer,1.0,1,5.498731182253215,1,59
0,Eutamias sibiricus,6.5951834326701935,49.838840120726715,Therapy Chipmunk,,0,6.956001048343119,1,85
0,neotamias,3.3493958840220728,48.9290819042495,Free Thinker,,0,1.9737224497163801,1,78
0,amias striatus,3.2992012053132083,49.4485631839529,Data Scientist,1.0,1,7.794070770057988,1,102
1,Eutamias sibiricus,5.487863244995741,51.36882586293099,Data Scientist,3.0,1,4.8803605249531845,1,92
1,amias striatus,8.18221795710014,55.86860380550785,Software Engineer,2.0,0,8.23420882462079,1,131
0,amias striatus,3.813007485973813,54.4352435834586,Therapy Chipmunk,,0,6.938763573897992,1,128
1,Eutamias sibiricus,4.292532101314809,44.61990130693123,Aspiring Dev on Medium,1.0,0,6.669776873343801,1,84
1,amias striatus,6.063924018517977,52.5504869602548,Data Scientist,1.0,1,6.972835132873394,1,81
0,neotamias,4.243544738332017,41.18481518753821,Free Thinker,,0,0.8911195560247105,1,54
1,amias striatus,5.566948318853212,55.448626610095175,Therapy Chipmunk,1.0,0,6.497580219861458,1,116
0,neotamias,3.243720474291146,40.817477498329964,Sagebrush Farmer,1.0,1,9.706184897821954,1,86
1,neotamias,3.6929462130681086,39.86311204140397,Web Developer,3.0,0,5.286763117451341,1,81
1,neotamias,3.7901330642796296,44.45583350594979,Free Thinker,2.0,1,6.21701082570376,1,119
0,Neotamias minimus,3.7241397292354494,41.40196022838026,Web Developer,1.0,0,5.6427526381629125,1,65
0,amias striatus,5.8212116425701455,51.58591493482573,Web Developer,,0,4.042923399154093,1,105
0,Eutamias sibiricus,6.027176668964501,54.47301974326246,Aspiring Dev on Medium,1.0,1,6.038124447209851,1,95
0,Eutamias sibiricus,6.243513463017071,58.25030882737313,Therapy Chipmunk,,0,3.045050726122528,1,115
1,amias striatus,6.949568815067925,54.19720913903862,Therapy Chipmunk,1.0,0,9.097410068449484,1,60
1,Neotamias minimus,3.5444137023366875,39.85706897353929,Software Engineer,1.0,0,5.903954503746548,1,151
0,Neotamias minimus,3.5610537900799724,46.36030330650094,Web Developer,,1,6.0922567063871025,1,120
0,neotamias,3.613143441593733,46.684689914895,Software Engineer,1.0,1,3.4130070833293775,1,72
0,amias striatus,5.909195433524234,51.02216524213109,Aspiring Dev on Medium,,1,9.0407190709412,1,60
0,amias striatus,4.941370496409537,54.28486274374749,Web Developer,,0,5.120200387812802,1,93
0,Eutamias sibiricus,6.29978080683786,50.594040115697254,Software Engineer,,0,6.299646104145648,1,132
0,amias striatus,8.124174496221737,50.09800247746832,Software Engineer,1.0,0,3.427869800695722,1,134
1,Neotamias minimus,3.5558993995114534,40.018602233062275,Sagebrush Farmer,1.0,1,5.41145763827445,1,106
0,amias striatus,5.1028399360023045,48.5592016335737,Software Engineer,1.0,0,6.632992047786717,1,136
0,Eutamias sibiricus,3.8513621886070912,56.40999477121164,Therapy Chipmunk,1.0,1,4.9748398729957755,1,43
0,neotamias,3.889163735038473,35.84041816050997,Software Engineer,1.0,0,2.1762965833561103,1,54
0,Eutamias sibiricus,6.945675414895085,46.644442469637795,Web Developer,,1,4.522474560223504,1,141
1,Eutamias sibiricus,5.121053399782976,56.282707671180276,Software Engineer,1.0,1,7.141291027407103,1,140
1,neotamias,4.263156900477405,45.32479517646184,Data Scientist,2.0,1,6.914223484827684,1,107
0,Eutamias sibiricus,2.070326719850135,52.049442907335525,Data Storyteller,1.0,0,8.862222137725075,1,117
0,Eutamias sibiricus,6.559692323084102,44.26284468331204,Web Developer,1.0,0,6.717954052086616,1,146
0,amias striatus,4.504234651579494,51.50736210126483,Data Scientist,1.0,0,4.242049862187013,1,127
0,amias striatus,5.165422275854865,41.389891318628344,Aspiring Dev on Medium,1.0,0,1.2616684779981302,1,126
0,neotamias,3.43275246449765,39.74072157499199,Web Developer,,0,3.3350176435387366,1,126
0,amias striatus,5.79348876139084,52.564582869007246,Therapy Chipmunk,,0,2.187051991931077,1,59
0,amias striatus,5.583177773991582,53.629449080254865,Data Storyteller,,0,1.3099839871330037,1,125
0,Eutamias sibiricus,6.354600126177182,47.57134058182658,Data Storyteller,1.0,1,6.571182260330605,1,62
0,Neotamias minimus,3.189059106126277,44.60906447723713,Therapy Chipmunk,1.0,1,5.1247747927603315,1,131
1,amias striatus,4.652649510147928,50.50654555341789,Data Storyteller,3.0,0,6.676670209204352,1,100
0,Neotamias minimus,3.5735153854946238,35.49865740155094,Therapy Chipmunk,,1,8.590216896687881,1,110
0,amias striatus,6.062731768988747,58.01204547837617,Data Scientist,1.0,0,3.004716202404742,1,100
0,amias striatus,4.914183863771507,47.92643851252606,Aspiring Dev on Medium,1.0,0,4.995438130481739,1,51
1,neotamias,4.373912801296296,44.94557121638772,Sagebrush Farmer,2.0,0,7.014447943352256,1,83
0,neotamias,3.3588976296090807,38.003132633373426,Web Developer,,1,2.2116512965061714,1,148
0,neotamias,4.09173504163322,44.41152159291953,Therapy Chipmunk,,0,3.810253277667515,1,138
0,Neotamias minimus,4.103310244222932,42.04710112386023,Web Developer,1.0,0,4.555780076134829,1,82
0,Eutamias sibiricus,6.398241779839273,45.65847889306794,Aspiring Dev on Medium,1.0,1,4.250692064376705,1,142
0,amias striatus,6.214743764985403,56.07481995009665,Data Scientist,1.0,0,5.107081261231002,1,135
0,amias striatus,3.909470369410709,58.04660748117626,Sagebrush Farmer,,1,6.943219126502774,1,103
0,amias striatus,6.9143124156941855,50.01515225457617,Aspiring Dev on Medium,,1,6.732835170909109,1,46
0,Neotamias minimus,3.4339235274876017,38.85199991599107,Data Scientist,,1,3.4613308318174014,1,140
0,neotamias,3.770694923755583,40.65678016734162,Data Storyteller,,0,4.939291756272701,1,98
0,Eutamias sibiricus,4.503290338837967,54.14699844517426,Web Developer,1.0,0,6.588192749918887,1,137
1,Neotamias minimus,4.088518986938562,44.26485090795711,Free Thinker,1.0,0,7.644202610696157,1,137
0,neotamias,3.486261677703754,42.34945169528027,Sagebrush Farmer,,0,7.071473014859012,1,125
0,Neotamias minimus,3.5389258919692916,43.9285628355592,Data Storyteller,,0,3.677686630691695,1,112
0,Eutamias sibiricus,6.501177917144922,55.50005125367661,Aspiring Dev on Medium,1.0,0,6.416328909600479,1,71
0,neotamias,3.425495725815407,48.5222539289011,Sagebrush Farmer,1.0,1,5.6622930183754026,1,76
0,Neotamias minimus,3.29557298079214,36.83800268135353,Data Storyteller,1.0,1,2.868021772922142,1,73
0,Eutamias sibiricus,5.845972591371092,46.95581464659263,Data Scientist,,0,6.60031592517147,1,52
0,amias striatus,8.03246003555595,48.01024607499174,Therapy Chipmunk,1.0,0,5.303086416864938,1,100
0,Eutamias sibiricus,4.967817817204241,55.04658550393441,Web Developer,1.0,0,1.5172187873469478,1,120
0,amias striatus,4.780740582570299,56.90855854270489,Software Engineer,,0,4.4122928785772615,1,135
0,Neotamias minimus,3.405216736480198,47.33680149739646,Software Engineer,,1,5.079715083169945,1,64
0,neotamias,3.232817919971323,42.3443745938266,Data Scientist,1.0,1,3.7883510423648126,1,104
0,neotamias,3.610225040477768,39.034012640533675,Aspiring Dev on Medium,,1,7.45645685099705,1,43
1,Neotamias minimus,3.3690080306824077,37.609965035061336,Web Developer,2.0,1,6.412836400214686,1,72
0,neotamias,3.670135773537224,41.37590271043579,Aspiring Dev on Medium,1.0,0,7.52893698135621,1,47
0,neotamias,3.133231306138912,45.04144536935072,Web Developer,1.0,1,4.23501968217431,1,123
0,amias striatus,5.271132755847885,52.30781152671486,Data Scientist,,0,4.015548957292515,1,58
1,Neotamias minimus,3.6992640696643373,41.57908790275414,Web Developer,1.0,1,7.1944102082826165,1,134
1,Eutamias sibiricus,4.849323252816849,46.392761150641576,Therapy Chipmunk,3.0,0,8.023874662130003,1,79
0,amias striatus,6.489113637236857,58.146950557967706,Aspiring Dev on Medium,1.0,0,4.7375306532613575,1,130
0,Neotamias minimus,3.8500586884826773,46.98681126981624,Data Scientist,,0,4.599838868386638,1,131
1,amias striatus,2.897354280559012,47.82301931897094,Therapy Chipmunk,3.0,0,6.004711333245205,1,150
0,Eutamias sibiricus,3.7337010839389446,48.62593509719705,Web Developer,,1,3.8149962123961547,1,138
0,Eutamias sibiricus,3.712710957072529,51.403585121407446,Data Scientist,,0,-2.4175932186465827,1,143
0,Neotamias minimus,3.001879307228563,37.211120222829855,Web Developer,1.0,0,8.509623751199229,1,136
0,Eutamias sibiricus,6.71263223546872,56.37205772493057,Aspiring Dev on Medium,,0,5.000835927556285,1,111
1,amias striatus,7.842826778343031,53.50130150386412,Data Scientist,3.0,1,4.677818656061371,1,79
1,Eutamias sibiricus,5.144736236644048,51.70094855148383,Web Developer,1.0,0,7.670808492095916,1,89
0,amias striatus,5.049046508478049,51.89948297348423,Aspiring Dev on Medium,,1,4.643379776141847,1,63
0,amias striatus,5.404132540467744,50.17841014143821,Therapy Chipmunk,1.0,1,5.650338260103902,1,102
0,Eutamias sibiricus,7.027132096827075,52.28837200952587,Free Thinker,1.0,0,4.83988450293182,1,92
0,Neotamias minimus,3.712216970954272,41.96010647210802,Therapy Chipmunk,1.0,1,4.139368310709101,1,129
1,neotamias,3.968300697741988,37.867101633436704,Web Developer,2.0,0,9.502962575602973,1,157
1,Eutamias sibiricus,3.9214895660257114,39.62880368145336,Data Scientist,3.0,0,6.992645346351185,1,102
0,amias striatus,5.654335492835258,48.783909417813824,Software Engineer,1.0,1,2.9887080272161013,1,101
0,amias striatus,6.749631276671582,50.9894199331588,Therapy Chipmunk,,0,1.3227744470086082,1,139
0,Eutamias sibiricus,6.04487648361558,45.28084225716002,Therapy Chipmunk,,0,2.291242140091213,1,70
0,Neotamias minimus,3.2371076943926385,43.19998521266239,Aspiring Dev on Medium,,1,2.7666518665797057,1,121
1,Neotamias minimus,4.101771716051311,44.92672838732109,Data Storyteller,1.0,0,7.201932201065956,1,77
0,amias striatus,5.581813073074032,51.583925603027396,Software Engineer,1.0,1,6.3018443160819375,1,118
0,amias striatus,6.788055016601055,49.161667993956904,Web Developer,1.0,0,6.449246293528789,1,75
0,Neotamias minimus,3.7257057028098135,40.61148608085252,Free Thinker,,1,3.2364017910664575,1,130
0,neotamias,3.3884964432724773,33.406094273130456,Data Scientist,1.0,0,-0.3273082808747896,1,106
0,Eutamias sibiricus,1.2816451964566342,57.19745036309351,Data Storyteller,1.0,1,5.018241439003752,1,61
0,amias striatus,6.307661662482694,56.44938087338091,Web Developer,,0,4.156915568681363,1,72
0,amias striatus,4.327716497031084,48.09019716661553,Sagebrush Farmer,,0,4.1074750265997375,1,91
0,Neotamias minimus,3.5832692767026884,42.65652888442843,Free Thinker,1.0,1,6.91187495152873,1,138
0,Eutamias sibiricus,2.578764198822877,49.38156538257655,Therapy Chipmunk,1.0,0,5.277305250945704,1,119
0,Neotamias minimus,3.7674980737565167,43.44123722072058,Sagebrush Farmer,1.0,0,3.0472407029598414,1,91
0,Eutamias sibiricus,6.059902664193883,49.69681498100559,Therapy Chipmunk,0.0,0,2.587173932081901,1,76
0,Eutamias sibiricus,7.341943427384736,48.148196147745544,Therapy Chipmunk,0.0,1,4.474777286030087,1,97
0,Eutamias sibiricus,5.095682783005936,50.79960243451532,Sagebrush Farmer,0.0,0,3.187174475620716,1,117
0,amias striatus,6.7164480144171685,46.89104351756088,Free Thinker,0.0,1,4.855204751944766,1,120
0,neotamias,3.6228016174237236,43.3341726913736,Aspiring Dev on Medium,0.0,0,7.0522840888039315,1,74
1,Neotamias minimus,3.7616267977339106,46.07808123301311,Sagebrush Farmer,1.0,0,6.704191566906009,1,126
0,neotamias,3.3237979220761904,38.46552285715814,Web Developer,1.0,1,2.2404351768010997,1,116
0,Neotamias minimus,3.6508082472108234,44.24471314798648,Data Storyteller,1.0,1,5.175558869617937,1,138
0,Eutamias sibiricus,7.696651630500121,45.36447712675614,Data Storyteller,1.0,1,6.830099965338779,1,135
0,amias striatus,7.254620335252686,52.5531160179911,Sagebrush Farmer,0.0,1,4.827625328363782,1,121
0,neotamias,3.175885650928506,45.93527479117732,Web Developer,0.0,0,6.443161790235306,1,122
0,amias striatus,7.737807272910575,52.58107129530942,Aspiring Dev on Medium,0.0,0,4.425455015769075,1,69
1,Neotamias minimus,3.56663218159539,36.13066097277849,Data Storyteller,2.0,0,8.58806084151026,1,139
0,amias striatus,6.403172515478367,46.702305385394034,Web Developer,1.0,1,5.3416561588472735,1,93
1,amias striatus,5.412132104227218,53.670957266126656,Aspiring Dev on Medium,3.0,1,6.922243067055133,1,81
0,neotamias,3.328827707560563,43.05485102553263,Web Developer,0.0,0,5.881569864684353,1,88
0,Eutamias sibiricus,2.918677820614859,47.410531310422144,Therapy Chipmunk,0.0,0,3.855995123473731,1,126
0,amias striatus,4.934228111394831,51.03797747595572,Data Storyteller,1.0,0,8.981352034379999,1,57
0,Eutamias sibiricus,4.046513936062481,53.36341045171107,Aspiring Dev on Medium,0.0,1,6.155160360663843,1,88
0,Neotamias minimus,3.3793410172230702,40.336206557674686,Data Storyteller,1.0,0,7.605970997433841,1,91
0,amias striatus,8.5271063495605,49.86218848471478,Therapy Chipmunk,0.0,0,7.142047892721536,1,46
0,neotamias,3.9708279525631314,41.73097517876457,Sagebrush Farmer,0.0,0,5.654578538566822,1,62
0,Neotamias minimus,3.9273930361782807,43.14733239567651,Therapy Chipmunk,1.0,1,7.771578844719615,1,125
0,Neotamias minimus,3.782741436272153,40.39214573842528,Data Storyteller,1.0,1,5.375829422383835,1,125
0,neotamias,3.2723061705982266,39.77016333876668,Data Storyteller,1.0,1,3.540449433651274,1,71
0,amias striatus,5.038545739819331,51.86443773977865,Free Thinker,1.0,0,5.029638463125926,1,129
1,amias striatus,5.483143945285137,47.88263846006095,Aspiring Dev on Medium,1.0,0,6.813435839985065,1,131
1,Neotamias minimus,3.5050774650915595,42.112702977710484,Sagebrush Farmer,2.0,1,7.910863814269203,1,96
1,amias striatus,6.119783011484155,49.1944870079448,Therapy Chipmunk,3.0,1,6.515727037803178,1,129
0,Eutamias sibiricus,5.364815036532653,49.155976333390605,Aspiring Dev on Medium,1.0,0,2.9876661751697373,1,138
0,neotamias,3.963929309993755,38.412088401752754,Data Scientist,1.0,0,0.7965913437803955,1,96
1,Eutamias sibiricus,7.819693371600314,46.93902877918502,Aspiring Dev on Medium,2.0,0,5.715306298924146,1,78
0,amias striatus,4.374431723781737,49.27522593122529,Data Scientist,0.0,0,3.294915513881949,1,144
1,Neotamias minimus,3.6425150740919716,38.41677707467889,Sagebrush Farmer,2.0,1,7.882300379545694,1,114
1,neotamias,4.295798861994508,44.24193183375646,Therapy Chipmunk,1.0,0,6.4084527923278545,1,65
1,amias striatus,5.589283982210161,43.65066497465864,Therapy Chipmunk,1.0,0,6.024539972323987,1,111
0,amias striatus,4.1963174743598515,47.986269636717374,Web Developer,0.0,0,5.1457630659417495,1,100
0,Neotamias minimus,3.7179953518183115,38.20897968397644,Data Storyteller,1.0,0,7.123849570976162,1,128
1,Neotamias minimus,3.6576147349470096,44.1988312530004,Software Engineer,1.0,0,9.100048158573188,1,115
0,Eutamias sibiricus,3.3377865370704205,48.83201047718435,Free Thinker,0.0,0,3.2889615908472916,1,68
0,neotamias,3.5072650607392495,43.52655126641804,Aspiring Dev on Medium,1.0,0,7.0203249070543094,0,110
0,neotamias,3.640062271434685,36.30483779499103,Sagebrush Farmer,0.0,1,2.578634028386246,0,96
1,Neotamias minimus,3.554259049085837,39.764036647292336,Software Engineer,2.0,0,6.821403196777288,1,85
0,Eutamias sibiricus,4.390605246369293,48.949663014768944,Aspiring Dev on Medium,1.0,0,3.1609550677210994,0,99
0,neotamias,3.8124326030065774,45.94056103005633,Software Engineer,0.0,1,7.898313206792904,0,132
0,Neotamias minimus,3.8870106950383754,38.762153747239054,Sagebrush Farmer,0.0,1,5.095242039924991,0,45
0,amias striatus,5.244944801187535,49.009860471929805,Therapy Chipmunk,0.0,1,4.6527561094307135,0,105
1,neotamias,3.364203161847615,40.46746593437902,Sagebrush Farmer,1.0,0,7.494226082297333,1,89
0,Eutamias sibiricus,4.6618422432550926,49.74676678057347,Aspiring Dev on Medium,0.0,0,5.470559979815654,0,71
0,Eutamias sibiricus,4.270716213417513,51.965710224152865,Software Engineer,0.0,0,2.5871934985639085,0,89
1,Eutamias sibiricus,3.209509090251819,53.585520003943344,Data Storyteller,2.0,0,7.029528241007776,1,88
